ChemicalID,GeneSymbol
C006253,PLVAP
C006253,PLXNB1
C006253,PMP22
C006253,PNLIPRP2
C006253,PNMA8B
C006253,PNOC
C006253,PNPLA7
C006253,PNPLA8
C006253,PNRC1
C006253,PNRC2
C006253,POC5
C006253,POFUT1
C006253,POGLUT1
C006253,POGLUT3
C006253,POLA2
C006253,POLD4
C006253,POLG
C006253,POLI
C006253,POLM
C006253,POLR1B
C006253,POLR3F
C006253,POLR3G
C006253,PON1
C006253,PON3
C006253,POPDC3
C006253,POR
C006253,POU3F4
C006253,POU4F2
C006253,PPARA
C006253,PPARD
C006253,PPARG
C006253,PPARGC1A
C006253,PPARGC1B
C006253,PPAT
C006253,PPCS
C006253,PPEF2
C006253,PPL
C006253,PPM1K
C006253,PPP1R12B
C006253,PPP1R13B
C006253,PPP1R14C
C006253,PPP1R16A
C006253,PPP1R1C
C006253,PPP2CB
C006253,PPP2R2D
C006253,PPP2R5C
C006253,PPP2R5D
C006253,PPP4R4
C006253,PPRC1
C006253,PPTC7
C006253,PRC1
C006253,PRCC
C006253,PRDM8
C006253,PREB
C006253,PRELID2
C006253,PRELID3B
C006253,PRKAR2B
C006253,PRKCE
C006253,PRKCZ
C006253,PRKG1
C006253,PRLR
C006253,PRMT7
C006253,PRMT8
C006253,PROCR
C006253,PRODH2
C006253,PROM1
C006253,PROP1
C006253,PROS1
C006253,PROX1
C006253,PROX2
C006253,PROZ
C006253,PRR15
C006253,PRR15L
C006253,PRR16
C006253,PRR3
C006253,PRRG4
C006253,PRRT1
C006253,PRSS23
C006253,PRSS3
C006253,PRSS35
C006253,PRSS55
C006253,PRTN3
C006253,PRUNE1
C006253,PSAT1
C006253,PSD4
C006253,PSEN2
C006253,PSMB10
C006253,PSMB9
C006253,PSMC3
C006253,PSMF1
C006253,PSTK
C006253,PSTPIP1
C006253,PTCD1
C006253,PTER
C006253,PTGES
C006253,PTGFR
C006253,PTGR1
C006253,PTH2R
C006253,PTMS
C006253,PTP4A3
C006253,PTPN1
C006253,PTPN14
C006253,PTPN4
C006253,PTPRE
C006253,PTPRZ1
C006253,PTTG1
C006253,PTX3
C006253,PUS1
C006253,PUS3
C006253,PUS7L
C006253,PWP2
C006253,PWWP3A
C006253,PWWP3B
C006253,PXMP2
C006253,PXMP4
C006253,PXYLP1
C006253,PYCARD
C006253,PYGB
C006253,QPCT
C006253,QPCTL
C006253,QPRT
C006253,QSER1
C006253,QTRT1
C006253,QTRT2
C006253,R3HCC1
C006253,RAB11FIP2
C006253,RAB30
C006253,RAB3B
C006253,RAB4B
C006253,RAB5C
C006253,RAB9
C006253,RAD23B
C006253,RAD50
C006253,RAD51AP1
C006253,RAD54B
C006253,RALGPS1
C006253,RALY
C006253,RAMP1
C006253,RAP1GAP2
C006253,RAP2A
C006253,RAPH1
C006253,RARRES1
C006253,RASAL2
C006253,RASGRP2
C006253,RASGRP3
C006253,RASL12
C006253,RASSF7
C006253,RBAK
C006253,RBBP8
C006253,RBFOX2
C006253,RBM12
C006253,RBM15
C006253,RBP1
C006253,RCAN2
C006253,RCBTB1
C006253,RCBTB2
C006253,RCC2
C006253,RCL1
C006253,RCN2
C006253,RDH10
C006253,RDH12
C006253,RDH13
C006253,RDH5
C006253,REEP2
C006253,REEP6
C006253,RELA
C006253,RELB
C006253,RELL1
C006253,RELN
C006253,RENBP
C006253,REPS1
C006253,RERE
C006253,RETREG1
C006253,RFC3
C006253,RGL1
C006253,RGL3
C006253,RGS14
C006253,RGS9
C006253,RHBDF2
C006253,RHOF
C006253,RHPN2
C006253,RICTOR
C006253,RILP
C006253,RIMS3
C006253,RIN2
C006253,RIPK2
C006253,RIPK3
C006253,RIPOR1
C006253,RIPPLY2
C006253,RLIM
C006253,RNASE1
C006253,RNASE6
C006253,RNASEL
C006253,RND1
C006253,RND3
C006253,RNF103
C006253,RNF111
C006253,RNF141
C006253,RNF165
C006253,RNF166
C006253,RNF17
C006253,RNF186
C006253,RNF19A
C006253,RNF216
C006253,RNF220
C006253,RNF25
C006253,RNF44
C006253,RNH1
C006253,RNLS
C006253,ROMO1
C006253,ROPN1L
C006253,RORA
C006253,RORB
C006253,RPA2
C006253,RPAIN
C006253,RPIA
C006253,RPL22
C006253,RPS6
C006253,RPS6KA1
C006253,RPS6KA5
C006253,RPS6KB2
C006253,RPS6KL1
C006253,RRAGC
C006253,RRAGD
C006253,RRAS2
C006253,RRN3
C006253,RRP12
C006253,RRP1B
C006253,RRP7A
C006253,RSAD1
C006253,RSF1
C006253,RSPH1
C006253,RSPH4A
C006253,RTL5
C006253,RTN1
C006253,RTP3
C006253,RTP4
C006253,RUNX1T1
C006253,RUVBL2
C006253,RWDD2A
C006253,RXRA
C006253,S100A16
C006253,S100A4
C006253,S100A5
C006253,S100G
C006253,SAA4
C006253,SACS
C006253,SAP30
C006253,SAR1B
C006253,SASS6
C006253,SAT2
C006253,SC5D
C006253,SCAF1
C006253,SCAMP1
C006253,SCARA3
C006253,SCARA5
C006253,SCCPDH
C006253,SCD1
C006253,SCFD1
C006253,SCG5
C006253,SCHIP1
C006253,SCN11A
C006253,SCN4A
C006253,SCNN1A
C006253,SCNN1B
C006253,SCT
C006253,SDC2
C006253,SDC4
C006253,SDCCAG8
C006253,SDF2L1
C006253,SDS
C006253,SEC13
C006253,SEC14L2
C006253,SEC14L4
C006253,SEC16B
C006253,SEC24A
C006253,SEC24D
C006253,SEL1L3
C006253,SELENOI
C006253,SELENOS
C006253,SEMA3E
C006253,SEMA5A
C006253,SENP7
C006253,SENP8
C006253,SERAC1
C006253,SERHL2
C006253,SERPINA10
C006253,SERPINA12
C006253,SERPINB2
C006253,SERPINE1
C006253,SERPINI1
C006253,SERTAD3
C006253,SESN1
C006253,SESN3
C006253,SESTD1
C006253,SETMAR
C006253,SF3B3
C006253,SGCB
C006253,SGK3
C006253,SGMS1
C006253,SGMS2
C006253,SGO1
C006253,SGO2
C006253,SGSM2
C006253,SH2B3
C006253,SH2D3C
C006253,SH2D4A
C006253,SH3BGR
C006253,SH3BGRL3
C006253,SH3RF2
C006253,SHD
C006253,SHISA4
C006253,SHMT1
C006253,SHROOM1
C006253,SHROOM2
C006253,SIK1
C006253,SIK2
C006253,SIPA1L1
C006253,SIPA1L2
C006253,SIPA1L3
C006253,SIRT2
C006253,SIX1
C006253,SIX3
C006253,SIX5
C006253,SLBP
C006253,SLC10A1
C006253,SLC10A2
C006253,SLC12A2
C006253,SLC13A1
C006253,SLC13A2
C006253,SLC15A1
C006253,SLC16A1
C006253,SLC16A13
C006253,SLC16A4
C006253,SLC16A6
C006253,SLC16A7
C006253,SLC16A8
C006253,SLC17A1
C006253,SLC17A3
C006253,SLC17A6
C006253,SLC18A2
C006253,SLC19A3
C006253,SLC1A4
C006253,SLC20A1
C006253,SLC22A1
C006253,SLC22A18
C006253,SLC22A21
C006253,SLC22A3
C006253,SLC22A4
C006253,SLC22A5
C006253,SLC23A1
C006253,SLC25A12
C006253,SLC25A2
C006253,SLC25A20
C006253,SLC25A22
C006253,SLC25A29
C006253,SLC25A30
C006253,SLC25A33
C006253,SLC25A37
C006253,SLC25A4
C006253,SLC25A45
C006253,SLC25A46
C006253,SLC26A2
C006253,SLC27A2
C006253,SLC27A3
C006253,SLC27A4
C006253,SLC29A1
C006253,SLC29A3
C006253,SLC2A5
C006253,SLC2A8
C006253,SLC30A10
C006253,SLC35A2
C006253,SLC35D2
C006253,SLC35F3
C006253,SLC37A2
C006253,SLC37A4
C006253,SLC38A4
C006253,SLC39A14
C006253,SLC39A6
C006253,SLC39A7
C006253,SLC39A8
C006253,SLC41A2
C006253,SLC45A1
C006253,SLC45A3
C006253,SLC46A2
C006253,SLC46A3
C006253,SLC47A1
C006253,SLC4A1
C006253,SLC4A4
C006253,SLC4A7
C006253,SLC51B
C006253,SLC5A6
C006253,SLC5A9
C006253,SLC6A12
C006253,SLC6A14
C006253,SLC6A18
C006253,SLC6A2
C006253,SLC6A3
C006253,SLC7A2
C006253,SLC7A5
C006253,SLC7A7
C006253,SLC9B1
C006253,SLCO1A4
C006253,SLCO2B1
C006253,SLFN13
C006253,SLFN8
C006253,SLFNL1
C006253,SLITRK3
C006253,SLMAP
C006253,SLU7
C006253,SMAGP
C006253,SMAP2
C006253,SMARCD3
C006253,SMG1
C006253,SMOC1
C006253,SMOX
C006253,SMYD3
C006253,SNAP47
C006253,SNAPC1
C006253,SNAPIN
C006253,SNCB
C006253,SNIP1
C006253,SNN
C006253,SNRNP35
C006253,SNTA1
C006253,SNX21
C006253,SNX33
C006253,SNX8
C006253,SNX9
C006253,SOCS3
C006253,SOCS5
C006253,SOCS7
C006253,SORBS3
C006253,SOSTDC1
C006253,SOWAHC
C006253,SOX13
C006253,SOX4
C006253,SOX9
C006253,SP5
C006253,SP8
C006253,SPAG9
C006253,SPARCL1
C006253,SPATA19
C006253,SPATA2L
C006253,SPATS2L
C006253,SPCS3
C006253,SPECC1L
C006253,SPEN
C006253,SPHK1
C006253,SPHK2
C006253,SPIN4
C006253,SPINK1
C006253,SPINT1
C006253,SPINT2
C006253,SPIRE1
C006253,SPON1
C006253,SPON2
C006253,SPP1
C006253,SPP2
C006253,SPPL3
C006253,SPSB1
C006253,SPSB2
C006253,SPTA1
C006253,SPTBN2
C006253,SQSTM1
C006253,SRD5A2
C006253,SREBF1
C006253,SREK1IP1
C006253,SRPX
C006253,SRRM1
C006253,SSH1
C006253,ST14
C006253,ST3GAL5
C006253,ST6GALNAC2
C006253,ST6GALNAC3
C006253,ST6GALNAC4
C006253,ST8SIA3
C006253,STAB2
C006253,STAM
C006253,STAP2
C006253,STAR
C006253,STAT1
C006253,STAT6
C006253,STAU1
C006253,STEAP2
C006253,STEAP3
C006253,STEAP4
C006253,STIL
C006253,STIMATE
C006253,STIP1
C006253,STK16
C006253,STK25
C006253,STK32C
C006253,STK39
C006253,STMN2
C006253,STMN3
C006253,STN1
C006253,STOX1
C006253,STOX2
C006253,STRADA
C006253,STRIP1
C006253,STXBP3
C006253,STXBP5
C006253,SUCLG1
C006253,SUCNR1
C006253,SUDS3
C006253,SUFU
C006253,SULF1
C006253,SULF2
C006253,SULT1A1
C006253,SULT1B1
C006253,SULT1E1
C006253,SULT2B1
C006253,SUOX
C006253,SUPT3H
C006253,SUSD1
C006253,SUSD3
C006253,SVBP
C006253,SYBU
C006253,SYNC
C006253,SYNJ2
C006253,SYT12
C006253,SYT13
C006253,SYT17
C006253,SYT8
C006253,SYT9
C006253,SYTL4
C006253,TACC1
C006253,TACC2
C006253,TAF11
C006253,TAF13
C006253,TANC1
C006253,TANC2
C006253,TAPT1
C006253,TAT
C006253,TBC1D10B
C006253,TBC1D16
C006253,TBC1D22B
C006253,TBCB
C006253,TBPL1
C006253,TBX15
C006253,TBX6
C006253,TBXAS1
C006253,TCAP
C006253,TCEA3
C006253,TCEAL1
C006253,TCHP
C006253,TCOF1
C006253,TECPR1
C006253,TECTA
C006253,TECTB
C006253,TEF
C006253,TEKT5
C006253,TENM2
C006253,TENM3
C006253,TERF2
C006253,TESC
C006253,TESK2
C006253,TEX10
C006253,TEX14
C006253,TEX9
C006253,TFAP2E
C006253,TFB1M
C006253,TFEC
C006253,TFPT
C006253,TFRC
C006253,TGFA
C006253,TGFB2
C006253,TGFBR2
C006253,TGIF1
C006253,TH
C006253,THBS1
C006253,THBS2
C006253,THNSL1
C006253,THRB
C006253,THSD7A
C006253,TIAM2
C006253,TIMM10B
C006253,TIMM9
C006253,TINAGL1
C006253,TIRAP
C006253,TJP2
C006253,TKT
C006253,TLK2
C006253,TLR2
C006253,TM2D2
C006253,TM4SF1
C006253,TM4SF5
C006253,TM6SF2
C006253,TMC2
C006253,TMCC3
C006253,TMCO2
C006253,TMCO6
C006253,TMED1
C006253,TMED3
C006253,TMEFF1
C006253,TMEM107
C006253,TMEM11
C006253,TMEM115
C006253,TMEM117
C006253,TMEM120A
C006253,TMEM128
C006253,TMEM131
C006253,TMEM132C
C006253,TMEM134
C006253,TMEM135
C006253,TMEM139
C006253,TMEM140
C006253,TMEM141
C006253,TMEM143
C006253,TMEM144
C006253,TMEM14A
C006253,TMEM158
C006253,TMEM161A
C006253,TMEM171
C006253,TMEM175
C006253,TMEM184A
C006253,TMEM185A
C006253,TMEM19
C006253,TMEM204
C006253,TMEM214
C006253,TMEM216
C006253,TMEM30B
C006253,TMEM39A
C006253,TMEM41A
C006253,TMEM47
C006253,TMEM61
C006253,TMEM64
C006253,TMEM71
C006253,TMEM79
C006253,TMEM97
C006253,TMEM98
C006253,TMEM9B
C006253,TMPRSS11D
C006253,TMPRSS2
C006253,TMPRSS4
C006253,TMTC2
C006253,TNF
C006253,TNFAIP2
C006253,TNFAIP8
C006253,TNFRSF14
C006253,TNFRSF1B
C006253,TNFRSF21
C006253,TNFSF11
C006253,TNFSF13B
C006253,TNIP1
C006253,TNNI1
C006253,TNNI3K
C006253,TNS2
C006253,TOE1
C006253,TOMM40L
C006253,TP53I13
C006253,TPM4
C006253,TPMT
C006253,TPP1
C006253,TPPP3
C006253,TPRN
C006253,TPSG1
C006253,TPST1
C006253,TRAF3IP2
C006253,TRAF5
C006253,TRAF6
C006253,TRIB2
C006253,TRIB3
C006253,TRIM24
C006253,TRIM27
C006253,TRIM39
C006253,TRIM45
C006253,TRIM47
C006253,TRIM6
C006253,TRIM7
C006253,TRIP10
C006253,TRIP13
C006253,TRMT1
C006253,TRMT11
C006253,TRMT61A
C006253,TRP53INP1
C006253,TRPC6
C006253,TRPM8
C006253,TRPV2
C006253,TSEN54
C006253,TSHB
C006253,TSKU
C006253,TSPAN1
C006253,TSPAN13
C006253,TSPAN4
C006253,TSPAN9
C006253,TSPO2
C006253,TSR1
C006253,TSSK2
C006253,TSTD2
C006253,TTC23
C006253,TTC29
C006253,TTC32
C006253,TTC36
C006253,TTC39A
C006253,TTC7A
C006253,TTC7B
C006253,TTC8
C006253,TTF2
C006253,TTL
C006253,TTLL4
C006253,TTLL5
C006253,TTLL7
C006253,TTPAL
C006253,TUBA4A
C006253,TUBB
C006253,TUBB2A
C006253,TUBB3
C006253,TUBB6
C006253,TUBD1
C006253,TUBE1
C006253,TUSC1
C006253,TUT4
C006253,TXNDC16
C006253,TXNRD1
C006253,UBASH3A
C006253,UBE2D1
C006253,UBE2I
C006253,UBE2L6
C006253,UBE2Q2
C006253,UBE2Z
C006253,UBL7
C006253,UBN2
C006253,UBR5
C006253,UBR7
C006253,UBTD1
C006253,UBXN2B
C006253,UCHL1
C006253,UCN3
C006253,UCP1
C006253,UCP2
C006253,UGP2
C006253,UHMK1
C006253,UNC13D
C006253,UNC5CL
C006253,UNC93B1
C006253,UPB1
C006253,UPF3B
C006253,UPK1A
C006253,URB2
C006253,USP10
C006253,USP13
C006253,USP2
C006253,USP21
C006253,USP29
C006253,USP3
C006253,USP36
C006253,USP43
C006253,USP49
C006253,UTS2
C006253,VAMP2
C006253,VAMP3
C006253,VARS1
C006253,VAX2
C006253,VCAM1
C006253,VCAN
C006253,VCL
C006253,VEGFB
C006253,VGLL4
C006253,VILL
C006253,VIPR1
C006253,VLDLR
C006253,VMP1
C006253,VPS72
C006253,VRK2
C006253,VRTN
C006253,VSTM2L
C006253,VTCN1
C006253,VWA3A
C006253,WAS
C006253,WASF1
C006253,WBP1
C006253,WDR1
C006253,WDR47
C006253,WDR53
C006253,WDR64
C006253,WDR73
C006253,WEE1
C006253,WFDC1
C006253,WFDC3
C006253,WFS1
C006253,WLS
C006253,WNK4
C006253,WNT5A
C006253,WNT7A
C006253,WNT8A
C006253,WRN
C006253,WSB1
C006253,WWC1
C006253,WWTR1
C006253,XDH
C006253,XK
C006253,XPC
C006253,XPO6
C006253,YOD1
C006253,ZAR1
C006253,ZBBX
C006253,ZBP1
C006253,ZBTB17
C006253,ZBTB2
C006253,ZBTB33
C006253,ZBTB4
C006253,ZBTB9
C006253,ZC2HC1A
C006253,ZC2HC1B
C006253,ZC3H12A
C006253,ZC3H8
C006253,ZC3HC1
C006253,ZCCHC17
C006253,ZCCHC9
C006253,ZDBF2
C006253,ZDHHC12
C006253,ZDHHC13
C006253,ZDHHC18
C006253,ZDHHC19
C006253,ZDHHC5
C006253,ZFAND2A
C006253,ZFAND2B
C006253,ZFAT
C006253,ZFP235
C006253,ZFP275
C006253,ZFP276
C006253,ZFP334
C006253,ZFP36L1
C006253,ZFP36L2
C006253,ZFP385C
C006253,ZFP446
C006253,ZFP536
C006253,ZFP551
C006253,ZFP574
C006253,ZFP605
C006253,ZFP672
C006253,ZFP709
C006253,ZFP746
C006253,ZFP770
C006253,ZFP771
C006253,ZFP775
C006253,ZFP9
C006253,ZFPM1
C006253,ZFR
C006253,ZFYVE1
C006253,ZFYVE21
C006253,ZGPAT
C006253,ZHX1
C006253,ZMAT1
C006253,ZMYM5
C006253,ZMYND12
C006253,ZNF185
C006253,ZNF239
C006253,ZNF286A
C006253,ZNF287
C006253,ZNF292
C006253,ZNF347
C006253,ZNF354A
C006253,ZNF428
C006253,ZNF438
C006253,ZNF467
C006253,ZNF518B
C006253,ZNF575
C006253,ZNF608
C006253,ZNF615
C006253,ZNF622
C006253,ZNF624
C006253,ZNF7
C006253,ZNF710
C006253,ZNF846
C006253,ZP2
C006253,ZSCAN18
C006253,ZSCAN21
D010894,PTGS2
C108475,ABCC2
C108475,PPARA
C108475,RXRA
C037850,GRIP1
C037850,NCOA1
C037850,NCOR1
C037850,NR1I3
C037850,SRC
C037850,TSPO
C538949,APC
C538949,CTNNB1
C538949,TCF4
C548732,CTNNB1
C548732,TCF4
C013649,NCOR1
C013649,NR1I2
D010984,GSTP1
D010984,PARP1
D010984,PON1
D017671,GSTP1
C108953,IL1B
C108953,IL6
C108953,KDR
C108953,NFKB1
C108953,RELA
C108953,S100A8
C108953,S100A9
C108953,TNF
C088327,CXCR4
D008926,CDH1
D008926,CDKN1A
D008926,ESR1
D008926,SP1
D008926,TNFSF10
C014758,PTPN2
C498513,CHRNA7
C498513,GSK3B
C498513,JAK2
C498513,MAPT
D020442,ALB
D011073,ELAVL1
D011073,HNRNPD
D011073,JUND
D011073,ODC1
C058229,NTS
D011092,ACHE
D011092,ADRB2
D011092,AKAP12
D011092,ALB
D011092,AMPD3
D011092,ANG
D011092,ANGPTL4
D011092,ANK3
D011092,ANPEP
D011092,ANTXR2
D011092,ANXA9
D011092,ARHGEF4
D011092,ATP8B3
D011092,BAAT
D011092,BCAR3
D011092,BMP6
D011092,C6ORF141
D011092,CA9
D011092,CCDC68
D011092,CCK
D011092,CCN2
D011092,CCN3
D011092,CD274
D011092,CD55
D011092,CDCP1
D011092,CDH16
D011092,CEBPD
D011092,CEMIP
D011092,CNIH3
D011092,CNN1
D011092,COL13A1
D011092,CSF1R
D011092,CXCL5
D011092,CXCL8
D011092,CYP11A1
D011092,CYRIA
D011092,DCLK1
D011092,DDIT4
D011092,DNMBP
D011092,F2RL1
D011092,FGA
D011092,FGB
D011092,FOXD1
D011092,FOXJ1
D011092,FOXQ1
D011092,FST
D011092,G0S2
D011092,GEM
D011092,GJB1
D011092,HAS2
D011092,HAVCR1
D011092,HGD
D011092,HRK
D011092,IL11
D011092,IL1B
D011092,IL6
D011092,ITIH5
D011092,KCNJ16
D011092,KCNMA1
D011092,KRT4
D011092,LBH
D011092,LGALS2
D011092,LINC03041
D011092,LINGO1
D011092,LIPG
D011092,LPAR5
D011092,LTB
D011092,LY6K
D011092,MARCHF4
D011092,MCTP1
D011092,MIR100HG
D011092,MMP1
D011092,MT1E
D011092,MT1L
D011092,MT1X
D011092,NCF2
D011092,NEFH
D011092,NFE2
D011092,NR1D1
D011092,NT5E
D011092,NTSR1
D011092,OTUB2
D011092,PALM2AKAP2
D011092,PDK4
D011092,PDZK1
D011092,PHLDA1
D011092,PLAU
D011092,PLAUR
D011092,PLIN2
D011092,PODXL
D011092,PON1
D011092,PRKCE
D011092,PROC
D011092,PRR15L
D011092,PTGS2
D011092,PTPRR
D011092,PTX3
D011092,QPRT
D011092,RASGRP3
D011092,RGS2
D011092,RNASE4
D011092,RND1
D011092,RNF182
D011092,RPS6KA5
D011092,RUNX2
D011092,SAA1
D011092,SAMD11
D011092,SERPINB8
D011092,SERPINF1
D011092,SFMBT2
D011092,SFRP1
D011092,SFRP4
D011092,SFTPC
D011092,SH2D5
D011092,SHC3
D011092,SLC6A15
D011092,SLC7A7
D011092,SLPI
D011092,SMOX
D011092,SP5
D011092,SPHK1
D011092,SPOCD1
D011092,SSTR5
D011092,ST6GALNAC1
D011092,STC2
D011092,SULT2B1
D011092,TF
D011092,TGM2
D011092,TMEM158
D011092,TMEM37
D011092,TMEM45B
D011092,TNFRSF25
D011092,TNNC1
D011092,TNS4
D011092,TOX2
D011092,TRABD2B
D011092,UAP1L1
D011092,VEGFC
D011092,VIL1
D011092,WDR33
D011092,ZEB2
D011070,CNR1
D011070,IFNW1
D011070,IL12B
D011070,TLR3
D011070,TNF
D011112,IL12A
D011112,IL12B
D059808,AR
D059808,ESR1
D059808,NTS
D011134,IL12A
D011134,IL12B
D011134,NFKB1
D011134,RELA
D011134,TF
D011134,TLR4
C467566,CRBN
C467566,MEIS2
C467566,SALL4
C545373,ABL1
C101425,CYP11B1
C101425,CYP11B2
D011188,ADRA1A
D011188,ADRA2A
D011188,ADRB1
D011188,ADRB2
D011188,APP
D011188,CNR1
D011188,KCNE1
D011188,KCNE2
D011188,KCNE3
D011188,KCNH2
D011188,KCNJ3
D011188,KCNJ5
D011188,KCNJ6
D011188,KCNK3
D011188,KCNK9
D011188,KCNQ1
D011188,SCNN1A
D011188,SCNN1B
D011188,SCNN1G
D011188,SH
D011188,SHAW
D011189,AHR
D011189,ATP1A3
D011189,BDNF
D011189,CACNA2D1
D011189,CNR1
D011189,CREB1
D011189,HDAC1
D011189,MECP2
D011189,NR3C1
D011189,SIN3A
D011192,HMOX1
D011192,JUN
D011192,KEAP1
D011192,NFE2L2
D011192,NQO1
C108326,CHRNA1
C108326,CHRNA4
C108326,CHRNA5
C108326,CHRNA6
C108326,CHRNA7
C108326,CHRNB1
C108326,CHRNB2
C108326,CHRND
C108326,CHRNG
D011217,ADRB2
D011217,MAPK1
D011217,MAPK3
C028797,ACHE
C028797,BCHE
D000077487,DRD2
D000077487,DRD3
C047681,CYSLTR1
C047681,CYSLTR2
D000068799,P2RY12
D017035,ABCC2
D017035,HMOX1
D017035,ITGA2
D017035,ITGB1
D017035,NOS3
D017035,PPARA
D017035,PPARG
D011224,ADRA1A
D011224,ADRA1B
D011224,ADRA1D
D011224,ADRA2A
D011224,ADRA2C
C026539,DRD2
D011239,AR
D011239,NR3C1
D011241,AR
D011241,IL12A
D011241,IL12B
D011241,NR3C1
D000069583,CACNA2D1
C023617,NCOA1
C023617,NCOA2
C023617,NR1H4
C023617,NR1I2
C023617,NR1I3
C023617,NR3C1
C023617,PGR
D011280,GABRA1
D011280,GABRA2
D011280,GABRA4
D011280,GABRA6
D011280,GABRB1
D011280,GABRB2
D011280,GABRB3
D011280,GABRD
D011280,GABRG2
D011280,HSD17B10
D011280,UNC-49
D011284,CHRM1
D011284,CHRM3
D011284,CYP17A1
D011284,NR1I2
D011284,SIGMAR1
D011285,ABCC3
D011285,ALDH1A1
D011285,CYP2B10
D011285,CYP3A11
D011285,CYP3A23-3A1
D011285,GSTA1
D011285,GSTM1
D011285,GSTM2
D011285,NCOA1
D011285,NR1I2
D011285,PAPSS2
D011285,RXRA
D011285,SLCO1A4
D011285,SULT2A1
C018370,GABRA1
C018370,GABRB2
C018370,GABRG2
C018370,TRPM3
D011319,AHR
D011319,CYP1A1
D011319,NQO2
D044945,CKB
D044945,CKM
D044945,HMGCR
D011339,MPO
D011339,TAS2R16
D011342,KCNH2
D011342,RAPSN
D011343,HRH1
D017265,ADRB2
D011346,ESR1
D011374,ABCG5
D011374,ABCG8
D011374,AHR
D011374,AR
D011374,CDK2
D011374,CDKN1A
D011374,CDKN1B
D011374,CGB3
D011374,CHRM1
D011374,CHRM3
D011374,CHRNA4
D011374,CHRNB2
D011374,CNR1
D011374,CNR2
D011374,CRH
D011374,CRHR1
D011374,CYP17A1
D011374,CYP2C9
D011374,DMBT1
D011374,EGR1
D011374,ESR1
D011374,ESR2
D011374,F2
D011374,F2R
D011374,F2RL3
D011374,FOXO1
D011374,FSHB
D011374,G6PC1
D011374,GATA6
D011374,GNRH1
D011374,GNRHR
D011374,HLTF
D011374,HNF4A
D011374,HSD17B10
D011374,IL12A
D011374,IL12B
D011374,IL1B
D011374,INHBA
D011374,NCOA1
D011374,NR0B1
D011374,NR1I2
D011374,NR1I3
D011374,NR3C1
D011374,NR3C2
D011374,NR5A1
D011374,NRIP1
D011374,ORM1
D011374,ORM2
D011374,OXT
D011374,OXTR
D011374,PCK1
D011374,PDGFRA
D011374,PGR
D011374,PGR.L
D011374,PGRMC1
D011374,PTGS2
D011374,REL
D011374,RELA
D011374,SCNN1A
D011374,SCNN1B
D011374,SCNN1G
D011374,SHBG
D011374,SIGMAR1
D011374,STAR
D011374,TNF
D011374,VEGFA
D011372,PGR
D011398,HRH1
D011398,HRH2
D011405,ADRB1
D011405,ADRB2
D011405,KCNH2
C015586,ACLY
C015586,ACOX3
C015586,ADHFE1
C015586,ADK
C015586,AGXT2
C015586,AHCY
C015586,AKR1D1
C015586,AKR7A2
C015586,ALDH7A1
C015586,ANXA1
C015586,AOX3
C015586,AP2S1
C015586,APOB
C015586,ATP5H
C015586,ATP5J2
C015586,BBOX1
C015586,BHMT2
C015586,CALR
C015586,CBS
C015586,CCT4
C015586,CDC42
C015586,CES1D
C015586,CISD1
C015586,COPB1
C015586,COX2
C015586,CRIP2
C015586,CSAD
C015586,CSNK2B
C015586,CYB5A
C015586,CYP2D3
C015586,DAD1
C015586,DARS
C015586,DRD1
C015586,DRD2
C015586,EEF1D
C015586,EHD1
C015586,EZR
C015586,FABP1
C015586,FASN
C015586,FN1
C015586,GATD3A
C015586,GCC2
C015586,GLUD1
C015586,GLUL
C015586,GNE
C015586,GOT2
C015586,GSTA5
C015586,GSTP1
C015586,HAAO
C015586,HAO2
C015586,HNRNPC
C015586,HSD11B1
C015586,HSD17B4
C015586,HSD17B6
C015586,HSP90B1
C015586,HSPA4
C015586,HSPD1
C015586,HYOU1
C015586,IDH3A
C015586,ILK
C015586,IVD
C015586,LAMP2
C015586,LAP3
C015586,LDHA
C015586,LIPA
C015586,LMAN1
C015586,MAT2B
C015586,MDH2
C015586,MEP1A
C015586,MGLL
C015586,MYO1B
C015586,NAPRT
C015586,NDRG2
C015586,NDUFA9
C015586,NDUFS1
C015586,NIT2
C015586,NSF
C015586,NXPE4
C015586,OLA1
C015586,OTC
C015586,P4HB
C015586,PC
C015586,PCK1
C015586,PDIA3
C015586,PECR
C015586,PGM1
C015586,PHB2
C015586,PHYH
C015586,PIP4K2C
C015586,PKLR
C015586,PKM
C015586,PPIA
C015586,PPIB
C015586,PPP1CB
C015586,PPP2R1B
C015586,PRDX1
C015586,PRDX2
C015586,PRDX6
C015586,PSMA6
C015586,PSMC1
C015586,PSMC2
C015586,PSMC5
C015586,PSMD1
C015586,PSMD2
C015586,PTER
C015586,PURA
C015586,QPRT
C015586,RAB6A
C015586,RDH7
C015586,RGN
C015586,RIDA
C015586,RPL13
C015586,RPL14
C015586,RPL21
C015586,RPL24
C015586,RPL27
C015586,RPL5
C015586,RPL6
C015586,RPLP0
C015586,RPS29
C015586,RPS3A
C015586,RPS8
C015586,SDHA
C015586,SEC31A
C015586,SFXN1
C015586,SULT1C2A
C015586,SULT1E1
C015586,TKFC
C015586,TPMT
C015586,TPP1
C015586,TST
C015586,TUBB5
C015586,TUFM
C015586,UGGT1
C015586,UPB1
C015586,UQCRC2
C015586,VDAC1
C015586,WARS1
